"x1" "x2" "y"
"9368" 1.312117 -0.024483 1
"234" -1.429965 1.415465 1
"8100" 0.932721 0.193278 0
"2413" -0.754106 -0.192308 0
"8661" 1.092347 0.285577 0
"8924" 1.175951 -1.242105 1
"5292" 0.123331 0.790445 0
"8456" 1.032127 -0.697828 1
"2189" -0.82073 0.259331 0
"4365" -0.161295 -1.28706 1
"7766" 0.83758 1.234938 1
"7540" 0.769844 0.166509 0
"4307" -0.179838 0.069628 0
"1881" -0.912303 -1.287803 1
"2065" -0.854254 -0.78846 1
"183" -1.443794 -0.983891 1
"959" -1.200561 0.035306 1
"7612" 0.792088 -0.194783 0
"1536" -1.020611 0.071188 0
"9000" 1.200517 0.144313 1
"8870" 1.159448 1.312967 1
"4785" -0.032975 -0.555346 0
"8522" 1.050777 1.32928 1
"8306" 0.992622 1.294744 1
"1383" -1.070519 -0.781726 1
"7381" 0.725774 0.289241 0
"9937" 1.479337 -1.030145 1
"8227" 0.969163 1.422142 1
"4273" -0.188604 -0.973131 1
"2162" -0.826248 -1.111337 1
"6464" 0.469332 -1.064322 1
"5599" 0.214816 -1.098875 1
"9779" 1.434321 0.395741 1
"4380" -0.155995 -0.1398 0
"7658" 0.805048 0.390148 0
"6601" 0.511264 0.559754 0
"1572" -1.006834 1.403061 1
"7127" 0.651056 -0.248479 0
"6048" 0.343109 -0.081754 0
"2843" -0.627629 -0.467112 0
"3382" -0.459416 0.235853 0
"8253" 0.97757 1.483146 1
"5527" 0.193948 -1.266288 1
"6988" 0.616458 -1.285682 1
"5100" 0.06151 -0.45904 0
"7307" 0.704821 -0.930053 1
"760" -1.264364 -0.445324 1
"6564" 0.501501 0.804647 0
"9583" 1.380549 -0.530147 1
"8489" 1.040822 -0.715138 1
"5573" 0.207163 1.413938 1
"8576" 1.067352 0.441718 0
"6525" 0.488143 -1.082447 1
"5495" 0.183689 -0.075177 0
"1711" -0.962716 0.056323 0
"2392" -0.764124 1.295378 1
"1641" -0.984692 -0.946741 1
"7252" 0.687717 -0.940335 1
"1656" -0.981345 1.055426 1
"1197" -1.134165 1.492434 1
"4150" -0.227997 0.264739 0
"8353" 1.004608 -1.131675 1
"7950" 0.890049 1.32281 1
"3761" -0.350311 -1.379336 1
"3036" -0.568268 1.247026 1
"2505" -0.726274 -0.837379 1
"3795" -0.339181 -1.042569 1
"7173" 0.66825 0.838464 0
"8562" 1.06382 -0.671286 1
"5488" 0.182814 0.628872 0
"9047" 1.213136 1.212089 1
"4556" -0.098323 -1.398951 1
"9717" 1.418664 0.96797 1
"1252" -1.113507 -0.743712 1
"6388" 0.446081 1.012851 0
"3420" -0.448286 0.157986 0
"4745" -0.044663 0.477076 0
"7970" 0.897074 1.081085 0
"4000" -0.278508 -0.983028 1
"9581" 1.38013 0.188169 1
"3192" -0.520308 -0.258197 0
"7646" 0.800161 1.376062 1
"7534" 0.768267 -0.03049 0
"4775" -0.035292 -0.903298 0
"6152" 0.375013 0.605848 0
"3328" -0.477618 -0.685343 1
"7472" 0.751764 0.656277 0
"4616" -0.083378 -0.992752 1
"107" -1.467488 -0.478348 1
"1422" -1.061141 0.196304 0
"7971" 0.897132 -0.900681 1
"2332" -0.778871 1.312661 1
"3413" -0.450616 0.832585 0
"3219" -0.511606 0.090079 0
"8322" 0.99637 -0.765275 1
"1971" -0.884506 -0.847841 1
"9661" 1.404017 0.765873 1
"2491" -0.730968 0.869486 0
"1856" -0.920656 1.312786 1
"5624" 0.223198 -0.645347 0
"3497" -0.424148 1.416426 1
"9181" 1.253351 -0.307026 1
"7120" 0.64933 -1.27434 1
"6486" 0.474921 -0.573698 0
"2553" -0.713336 0.00772 0
"6629" 0.519184 0.323591 0
"9099" 1.227272 -0.189252 1
"1438" -1.055175 -0.591083 1
"706" -1.280139 -0.117652 1
"1280" -1.105611 1.331251 1
"1923" -0.899198 -0.265053 1
"2926" -0.601464 -0.233827 0
"129" -1.459748 1.221833 1
"9938" 1.479347 1.054036 1
"6124" 0.366005 -0.516887 0
"9787" 1.43704 1.251278 1
"189" -1.442036 -0.407025 1
"9486" 1.350004 0.564035 1
"1336" -1.088608 -0.320442 1
"299" -1.406867 1.337082 1
"4292" -0.183008 1.494893 1
"2963" -0.589723 -1.263723 1
"685" -1.286116 -1.268648 1
"5714" 0.248368 1.2024 1
"7412" 0.736251 0.628714 0
"6107" 0.361722 0.370876 0
"2979" -0.585141 0.658787 0
"9957" 1.485736 1.161111 1
"4620" -0.082394 -0.845921 0
"3372" -0.46317 -0.403037 0
"1110" -1.159087 1.174928 1
"4841" -0.017153 0.468767 0
"4693" -0.060087 0.546571 0
"5122" 0.069981 1.245922 1
"647" -1.297706 -1.25194 1
"807" -1.250052 -0.594716 1
"227" -1.431117 -0.353805 1
"4674" -0.066104 -0.757375 0
"2373" -0.769204 -0.871093 1
"7122" 0.650155 0.041124 0
"3467" -0.436524 -0.776065 1
"4715" -0.053794 -0.406037 0
"2099" -0.843841 0.614305 0
"1561" -1.01198 -1.179974 1
"7486" 0.756173 -0.162818 0
"6821" 0.569283 -1.329423 1
"8109" 0.936422 0.269066 0
"2901" -0.608623 -0.219041 0
"1717" -0.961935 1.214513 1
"593" -1.317296 1.087302 1
"3448" -0.442397 1.205506 0
"9522" 1.364282 -1.010123 1
"3786" -0.342004 -0.446024 0
"5045" 0.040775 0.422701 0
"658" -1.293473 1.375517 1
"4737" -0.047061 -1.472602 1
"3094" -0.551291 0.968761 0
"9140" 1.239755 1.205619 1
"3893" -0.310966 0.618312 0
"6692" 0.535029 -0.344271 0
"7653" 0.803042 1.295378 1
"4941" 0.012733 -0.920537 0
"5668" 0.234839 -0.756252 0
"556" -1.328783 0.0359 1
"1428" -1.059438 -1.344032 1
"3450" -0.442065 0.936664 0
"4037" -0.267096 -0.837566 1
"7859" 0.865611 1.367775 1
"7432" 0.742123 -1.394845 1
"6287" 0.415156 1.321154 1
"3887" -0.312476 -0.45176 0
"9912" 1.472851 1.097535 1
"6792" 0.560425 -0.884734 1
"9238" 1.26908 -1.117678 1
"4408" -0.148247 -0.998826 1
"2844" -0.627201 1.47097 1
"5717" 0.248886 0.529988 0
"4635" -0.077944 -0.788435 0
"9166" 1.249456 -0.883904 1
"6047" 0.34299 0.428707 0
"9288" 1.285919 0.988249 1
"3832" -0.328251 -1.465151 1
"2759" -0.655892 1.218542 0
"9819" 1.447644 -0.571357 1
"3650" -0.38414 -0.169434 0
"9535" 1.367268 1.049629 1
"2976" -0.585959 -0.641832 1
"1564" -1.01129 -1.149052 1
"9075" 1.220088 0.771365 1
"8307" 0.99326 0.847095 0
"945" -1.206303 0.110891 1
"9154" 1.245676 0.145797 1
"8772" 1.129801 -1.290099 1
"5118" 0.069418 0.292752 0
"6243" 0.403464 -0.75731 1
"8818" 1.143779 -0.878588 1
"385" -1.377108 -0.177137 1
"4748" -0.043642 -0.823998 0
"6482" 0.474062 -0.248716 0
"2008" -0.87159 -0.670515 1
"279" -1.412898 -0.075864 1
"8635" 1.084262 1.418812 1
"5718" 0.249496 1.359764 1
"6060" 0.347305 -0.514146 0
"228" -1.430912 -1.450858 1
"2334" -0.778254 0.277357 0
"5729" 0.251691 -0.529185 0
"1807" -0.937148 -1.462573 1
"9063" 1.21773 0.925604 1
"9455" 1.339729 0.113442 1
"7073" 0.63688 0.389717 0
"3741" -0.354106 0.47986 0
"2043" -0.862497 1.189426 1
"7793" 0.845623 0.922391 0
"1793" -0.941342 0.515298 0
"8328" 0.996932 -0.848712 1
"4283" -0.186018 1.012804 0
"5392" 0.15396 -0.07403 0
"6881" 0.5882 -0.438322 0
"9342" 1.304215 -0.303205 1
"4636" -0.07767 -1.103174 1
"3148" -0.535622 0.806874 0
"7821" 0.854212 -0.155503 0
"4163" -0.22431 1.003805 0
"502" -1.342738 0.765893 1
"278" -1.412967 -0.705104 1
"7590" 0.784593 -0.427555 1
"3968" -0.289503 -0.579937 0
"4615" -0.083467 0.661084 0
"3076" -0.556962 -0.393327 0
"8311" 0.993919 1.251759 1
"6616" 0.515582 -0.371404 0
"2699" -0.671613 -0.356343 0
"9504" 1.355007 -1.310697 1
"3798" -0.3384 -0.648153 0
"5713" 0.248113 1.328771 1
"9106" 1.229145 0.514476 1
"6681" 0.533069 -1.318607 1
"6172" 0.38064 0.605694 0
"2775" -0.644888 1.12352 0
"8756" 1.12403 -0.021209 1
"1653" -0.982698 0.787693 0
"9057" 1.21638 0.881968 1
"3760" -0.35033 0.965468 0
"7506" 0.761049 -1.34242 1
"547" -1.330089 0.788291 1
"6285" 0.414342 0.748024 0
"9328" 1.300039 0.902143 1
"4906" 0.003965 -0.604822 0
"9524" 1.364525 0.355859 1
"7025" 0.626249 0.959747 0
"6291" 0.416004 -0.1486 0
"2123" -0.836701 1.294753 1
"2903" -0.608506 -1.200676 1
"2279" -0.794464 -1.259628 1
"5609" 0.217323 -0.729109 0
"940" -1.209475 0.045123 1
"164" -1.448859 1.266815 1
"8293" 0.988269 -1.059845 1
"9986" 1.495842 0.175692 1
"4752" -0.042693 0.956959 0
"4831" -0.019518 -1.487422 1
"9996" 1.498964 0.036682 1
"5026" 0.035856 1.162292 1
"2147" -0.828869 0.636685 0
"2953" -0.593393 0.418607 0
"5744" 0.259576 1.420908 1
"6431" 0.459344 0.340254 0
"336" -1.393491 1.37931 1
"529" -1.335233 -0.780509 1
"7681" 0.810305 1.414323 1
"3404" -0.452058 1.278145 1
"9593" 1.383401 -1.05209 1
"703" -1.280869 1.465209 1
"8096" 0.932283 -0.288398 1
"2777" -0.644141 -1.330984 1
"6283" 0.413775 0.682264 0
"5920" 0.308193 0.121007 0
"378" -1.379619 -0.677032 1
"1163" -1.143769 -1.283198 1
"6387" 0.445922 -0.884362 1
"6309" 0.420966 1.180548 0
"6181" 0.383148 -0.011883 0
"268" -1.41706 -0.913006 1
"5127" 0.071825 -1.482356 1
"766" -1.262069 0.989228 1
"6404" 0.451315 0.75387 0
"7253" 0.687886 0.701777 0
"7258" 0.689334 -1.068181 1
"7146" 0.65877 0.623287 0
"3561" -0.409004 -0.677132 0
"1739" -0.954844 1.011624 0
"998" -1.1881 0.555698 1
"9556" 1.374299 1.335486 1
"3830" -0.328469 0.0722 0
"3853" -0.324017 1.181373 0
"3974" -0.287023 0.283218 0
"572" -1.322405 0.018837 1
"865" -1.232481 -0.222343 1
"8875" 1.160274 0.652673 1
"2298" -0.789216 -0.429533 1
"4934" 0.010757 -1.216412 1
"9622" 1.3926 -0.922557 1
"7356" 0.720369 -0.175993 0
"9443" 1.336394 -0.049355 1
"7163" 0.664799 1.438485 1
"1669" -0.976864 -1.280366 1
"1638" -0.985662 -0.642917 1
"6314" 0.422416 -0.875963 1
"9669" 1.407402 1.141541 1
"9403" 1.32232 0.6481 1
"4058" -0.258919 0.57905 0
"9248" 1.274156 -0.635353 1
"1769" -0.947582 -0.352028 1
"1172" -1.13992 -1.277624 1
"7803" 0.848085 0.898352 0
"7629" 0.797151 -1.237271 1
"1900" -0.906848 -0.184176 1
"37" -1.488037 -1.143984 1
"4922" 0.007896 1.375742 1
"3801" -0.337268 -1.114473 1
"8356" 1.005547 -0.426233 1
"8672" 1.095335 0.975768 1
"8106" 0.934337 -0.427433 1
"929" -1.212169 -1.415086 1
"7190" 0.673041 1.127788 0
"1675" -0.974712 -0.322061 1
"3686" -0.373121 0.794043 0
"4669" -0.067351 -0.355778 0
"4370" -0.159182 -1.110754 1
"7698" 0.816309 -0.859084 1
"2683" -0.674734 0.941508 0
"3320" -0.47934 1.306026 1
"3012" -0.576617 -0.983975 1
"3825" -0.330066 -1.083285 1
"4704" -0.056662 -0.35339 0
"459" -1.356983 -0.2956 1
"3859" -0.321973 0.76658 0
"3544" -0.412734 -0.523742 0
"9329" 1.301313 -0.883421 1
"8705" 1.10623 0.170628 1
"123" -1.461585 -1.207666 1
"6253" 0.406305 1.48993 1
"9809" 1.443747 -0.892843 1
"1947" -0.892566 -0.235614 1
"4414" -0.147076 1.273387 1
"1628" -0.988765 0.023705 0
"1154" -1.145541 -0.244077 1
"6818" 0.568683 -1.46294 1
"7704" 0.819654 -1.006805 1
"5557" 0.202461 -0.629049 0
"6165" 0.379955 -0.697925 0
"9568" 1.377709 0.709737 1
"7634" 0.798268 0.641904 0
"6953" 0.60696 -0.830493 1
"5479" 0.180494 0.97396 0
"9066" 1.218075 -0.00796 1
"6453" 0.467113 1.066674 0
"9962" 1.488038 0.694558 1
"7926" 0.883317 0.504059 0
"3115" -0.54514 0.849787 0
"4523" -0.110042 -0.341126 0
"2428" -0.749132 1.242942 1
"3204" -0.515748 -0.255366 0
"995" -1.188791 0.820413 1
"8252" 0.977388 0.698366 0
"6885" 0.589271 -1.328663 1
"1309" -1.09737 0.398154 0
"6027" 0.338213 -0.880917 1
"2579" -0.702049 -0.648247 1
"9054" 1.215733 0.374035 1
"5716" 0.248863 -1.327282 1
"6051" 0.344112 -0.075013 0
"5531" 0.194946 -1.263663 1
"3156" -0.531789 -1.147657 1
"2138" -0.831903 0.52271 0
"8137" 0.94195 1.125508 1
"7305" 0.70435 -1.101743 1
"9397" 1.321116 -0.75768 1
"4851" -0.014002 0.657613 0
"3582" -0.405733 -1.13914 1
"8529" 1.054187 -1.15061 1
"366" -1.382526 1.070254 1
"2466" -0.739749 -0.356799 0
"5412" 0.158501 0.724343 0
"6851" 0.57949 0.740172 0
"1775" -0.946576 -0.241001 1
"4703" -0.056842 -1.391861 1
"3936" -0.297211 0.139646 0
"9554" 1.373787 0.180736 1
"4423" -0.144737 -0.269105 0
"7935" 0.886696 1.422494 1
"1999" -0.872685 -1.497747 1
"8028" 0.913355 -0.850506 1
"7" -1.497804 0.636866 1
"7179" 0.669449 -1.203358 1
"4927" 0.008879 0.414729 0
"8771" 1.129703 0.520708 0
"5171" 0.08495 -0.6965 0
"4848" -0.014757 0.994379 0
"3747" -0.35336 -0.913569 1
"9772" 1.431302 -1.154798 1
"9138" 1.239589 -0.879234 1
"7457" 0.746702 1.233068 1
"2778" -0.643934 -1.213232 1
"4270" -0.189434 -0.4111 0
"783" -1.256137 1.040215 1
"4047" -0.261549 -0.203394 0
"4151" -0.227886 1.039245 0
"6444" 0.463115 -1.247717 1
"4189" -0.215496 0.518489 0
"8975" 1.192164 1.377774 1
"2662" -0.680578 -0.439898 0
"8183" 0.955905 -1.44838 1
"7045" 0.631314 -0.185874 0
"7738" 0.829125 1.115849 0
"5333" 0.133058 -1.241672 1
"5619" 0.220177 1.340031 1
"3984" -0.284058 -0.876917 1
"9527" 1.365385 0.850053 1
"8825" 1.144772 -0.368446 1
"9825" 1.448969 1.453074 1
"6185" 0.385241 0.135246 0
"7102" 0.644112 -0.160984 0
"7687" 0.812103 -0.751866 1
"360" -1.383401 -0.449929 1
"9373" 1.31401 -0.737028 1
"4875" -0.006478 0.51818 0
"7104" 0.644817 0.646854 0
"5326" 0.131331 1.220863 1
"3789" -0.341828 0.433739 0
"7983" 0.899288 0.81615 0
"5904" 0.303808 1.392093 1
"5238" 0.105693 0.958655 0
"2680" -0.675347 -0.931278 1
"2251" -0.803198 0.719973 0
"2255" -0.802468 0.93426 0
"3532" -0.415208 0.410898 0
"7552" 0.772198 -0.329406 0
"7897" 0.875149 -1.327162 1
"3721" -0.362528 0.926203 0
"5964" 0.319378 -1.220186 1
"7449" 0.745962 -1.03891 1
"7220" 0.680411 0.458085 0
"9044" 1.212191 0.908998 1
"8091" 0.931043 -0.336695 1
"2687" -0.673736 0.280173 0
"1833" -0.926608 -0.262556 1
"1443" -1.053967 1.413588 1
"3628" -0.390102 1.358283 1
"4649" -0.073636 -0.467904 0
"4407" -0.14841 0.506125 0
"602" -1.314843 -1.107115 1
"973" -1.19528 0.383409 1
"9349" 1.307179 1.464635 1
"3108" -0.54657 -0.220688 0
"6928" 0.598875 -1.095565 1
"2531" -0.719169 0.196638 0
"5548" 0.199614 -0.834281 1
"5170" 0.084946 -0.536878 0
"2678" -0.675517 -0.845815 1
"1084" -1.166093 -1.284303 1
"684" -1.286147 0.848123 1
"287" -1.409972 -0.430813 1
"8619" 1.08023 -0.120108 1
"7682" 0.81035 -0.87018 1
"2595" -0.698795 -1.28926 1
"4497" -0.117682 -0.753451 0
"6339" 0.430844 1.273613 1
"3777" -0.345568 1.386221 1
"6376" 0.443419 1.450446 1
"3190" -0.520714 0.678031 0
"6813" 0.566853 -0.495739 0
"6581" 0.505597 0.287816 0
"6655" 0.524886 -0.059293 0
"1575" -1.006326 -0.414482 1
"9409" 1.32451 1.077762 1
"7789" 0.844376 1.399336 1
"102" -1.468864 -0.577571 1
"3265" -0.496923 -1.401295 1
"8788" 1.13455 0.111102 1
"1506" -1.032731 0.296416 0
"2965" -0.58896 0.932498 0
"7992" 0.900815 0.030902 0
"3218" -0.51195 0.320598 0
"4627" -0.080172 0.852153 0
"9783" 1.435618 1.132555 1
"6777" 0.557273 -1.148176 1
"7296" 0.702228 -1.447631 1
"6095" 0.358126 0.522874 0
"2998" -0.580632 0.431774 0
"2861" -0.621838 0.270939 0
"2899" -0.608995 -0.86463 1
"5471" 0.176128 -0.312232 0
"5241" 0.107939 0.198028 0
"6365" 0.43975 0.548729 0
"1156" -1.145197 -0.172623 1
"5882" 0.300231 -0.525555 0
"1028" -1.179407 0.564792 1
"4279" -0.186614 -1.481486 1
"5869" 0.295473 -0.36928 0
"4053" -0.260761 0.928514 0
"9956" 1.484826 -0.422642 1
"1016" -1.183211 -0.989773 1
"1522" -1.027159 0.801472 0
"7375" 0.72423 0.237736 0
"2127" -0.835034 -1.14148 1
"9051" 1.215443 1.459246 1
"7815" 0.852226 -1.44877 1
"7255" 0.688672 -0.610729 1
"5973" 0.323371 -0.938226 1
"6301" 0.418682 -1.32514 1
"9778" 1.434254 -1.375516 1
"9775" 1.433361 -0.387076 1
"6114" 0.363282 -0.439649 0
"5961" 0.318709 0.764162 0
"6579" 0.505267 -1.025525 1
"9822" 1.448117 -1.019589 1
"9318" 1.297308 -0.760246 1
"5443" 0.169034 -0.556384 0
"9606" 1.387453 0.719779 1
"8286" 0.984975 -0.659343 1
"3817" -0.332171 -1.458792 1
"9994" 1.498233 0.606081 1
"4648" -0.07442 0.060225 0
"8287" 0.986624 -0.416074 1
"1766" -0.948296 -1.109739 1
"134" -1.459193 0.808711 1
"9682" 1.410902 -0.826975 1
"2165" -0.825279 0.434975 0
"1511" -1.03039 -0.999082 1
"2873" -0.618107 1.035969 0
"7768" 0.837838 -0.902408 1
"1361" -1.078261 1.083513 1
"7597" 0.78638 -0.566868 1
"6261" 0.408376 1.056717 0
"755" -1.266239 0.067441 1
"6430" 0.459157 0.80724 0
"91" -1.472859 0.026709 1
"9285" 1.285402 -0.216656 1
"4026" -0.270161 -0.588656 0
"707" -1.280025 0.628636 1
"5303" 0.125358 -0.531716 0
"6491" 0.476603 -0.239083 0
"1184" -1.137327 1.425058 1
"267" -1.41711 -0.412065 1
"8703" 1.105964 0.53809 0
"3353" -0.469665 -1.456441 1
"4036" -0.26731 -1.431828 1
"140" -1.457853 1.073943 1
"3813" -0.333521 -1.014088 1
"3062" -0.561476 -1.08626 1
"119" -1.46274 0.126306 1
"7836" 0.859516 0.865591 0
"6461" 0.468703 0.139698 0
"4237" -0.199089 -0.617792 0
"7720" 0.823291 0.714057 0
"8850" 1.153343 -1.225232 1
"7128" 0.651432 -1.336819 1
"3290" -0.487594 -0.999993 1
"3092" -0.552618 -0.127734 0
"873" -1.228929 -0.027202 1
"4751" -0.042713 -1.014651 1
"9308" 1.295175 0.896932 1
"2829" -0.630436 -1.488425 1
"7517" 0.764952 0.957178 0
"7702" 0.818237 0.251634 0
"5109" 0.064572 -0.764371 0
"3735" -0.357554 -0.39989 0
"3986" -0.283434 -1.325834 1
"491" -1.346288 -0.873124 1
"5384" 0.152372 0.140789 0
"2205" -0.815991 0.095563 0
"7017" 0.624848 -0.926952 1
"3147" -0.535639 1.275272 1
"564" -1.324583 0.506732 1
"7367" 0.7228 0.499725 0
"1530" -1.022489 0.527112 0
"7293" 0.701499 -0.53583 1
"7785" 0.843617 0.190727 0
"9743" 1.426117 0.947959 1
"1133" -1.151413 1.353367 1
"1091" -1.16393 -0.043432 1
"9955" 1.484636 0.885279 1
"2386" -0.767059 -0.633973 1
"8226" 0.968623 0.664156 0
"6621" 0.516714 -0.075218 0
"1967" -0.886151 -0.212531 1
"297" -1.407043 0.10921 1
"495" -1.344795 0.862443 1
"5568" 0.206445 -0.571893 0
"3939" -0.296585 -1.242222 1
"1060" -1.171739 -0.510571 1
"8169" 0.952622 -0.888158 1
"4184" -0.217945 1.287766 1
"5024" 0.035552 -0.582134 0
"5416" 0.1603 0.153901 0
"8326" 0.996627 -0.582156 1
"8049" 0.918491 -0.086388 0
"9245" 1.272902 -1.006367 1
"8682" 1.100073 0.611524 0
"3437" -0.444932 -0.009697 0
"7076" 0.637573 -1.388836 1
"8912" 1.172758 -0.654879 1
"4032" -0.268818 0.210086 0
"7743" 0.830129 0.058842 0
"6352" 0.436019 1.306229 1
"6571" 0.502957 0.114548 0
"6432" 0.459565 -0.583199 0
"6942" 0.602588 0.442984 0
"7767" 0.837753 -1.28117 1
"5040" 0.038999 0.90117 0
"3754" -0.351335 -0.483296 0
"5452" 0.1712 0.656502 0
"6728" 0.542348 -0.547072 0
"4310" -0.179393 0.74976 0
"2094" -0.845705 0.811865 0
"1304" -1.098246 -0.758282 1
"756" -1.265844 1.060137 1
"4826" -0.020458 -0.015392 0
"8221" 0.967276 1.232245 1
"5699" 0.244956 -1.190793 1
"1169" -1.141335 -0.733745 1
"9598" 1.384266 0.262269 1
"6960" 0.609291 -0.105059 0
"7966" 0.895452 1.017852 0
"8534" 1.055333 0.314687 0
"5444" 0.169187 1.064355 0
"1621" -0.991754 0.022087 0
"2746" -0.66097 -1.032541 1
"115" -1.464111 -0.821334 1
"5506" 0.188488 0.787901 0
"5798" 0.274261 -1.139023 1
"8677" 1.097171 1.309896 1
"704" -1.280796 0.239785 1
"4199" -0.212799 0.76674 0
"6649" 0.523956 -1.443206 1
"3022" -0.573954 -0.156572 0
"665" -1.291389 -1.458406 1
"4514" -0.112618 -0.577866 0
"2034" -0.86443 -0.444007 1
"5399" 0.155793 -0.106313 0
"5491" 0.183404 -0.61933 0
"1976" -0.881928 1.364258 1
"6721" 0.540785 -0.381004 0
"5486" 0.182166 1.253439 1
"3299" -0.485373 -1.418324 1
"3068" -0.559229 -0.746387 1
"987" -1.191633 -0.100005 1
"1874" -0.915899 0.882005 0
"4171" -0.221872 0.456371 0
"2563" -0.708837 0.893113 0
"7492" 0.757522 1.208118 1
"8884" 1.162452 -1.005898 1
